Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,5.2,,5.8,4.3,2.9,2.4,1.3,0.8,0.7,0.4,0.5,0.5,0.5,0.4,0.7,0.6,0.5,0.4,0.4,0.5,0.4,0.2,0.3,0.3,0.3,
Samoa Americana,ASM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua y Barbuda,ATG,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.7,,,,0.5,,,,,,0.7,,,,,,0.6,,0.8,0.5,,,,0.3,,0.3,,,,0.4,,0.3,,0.4,,0.6,,,,
Austria,AUT,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.1,0.1,0,,,0.3,0.1,0.1,0.1,0.3,0.3,0.5,0.4,0.3,0.5,0.2,0.2,0.5,0.5,0.2,0.5,0.5,0.6,0.4,0.3,0.4,
Azerbaiyán,AZE,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,2.4,0,0,0,0,,,,,,,,,,,,,,,,,,,
Burundi,BDI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,48.5,,,,,,,,37.3,,,,,,,34.4,,,,,,,32.4,,,,
Bélgica,BEL,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.5,,,,0.7,,,0.4,,0.3,,,0.3,,,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,
Benin,BEN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,30.3,,,,31.9,,,10.6,,,7.1,,,
Burkina Faso,BFA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,,,,50.6,,,,,31,,,,,,27.7,,,,,18.6,,,,15.5,,,12.5,,,
Bangladesh,BGD,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,12.6,,9.7,,,14,,,14.1,,,,10.6,,,,,10.3,,,,,6.9,,,,,5.1,,,,,,3.8,,,,,,1,,
Bulgaria,BGR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0.6,,0,,,,1.2,,0.5,,,3.6,1,0.7,0.6,1,1.4,1.2,1.1,0.9,2,1.1,0.7,0.5,0.5,0.2,0.3,0.4,0.4,
Bahrein,BHR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia y Herzegovina,BIH,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.1,,,0,,,,0.1,,,,,,,,,,,,,
Belarús,BLR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,,11.3,10.2,7.4,3.6,2.5,2,0.8,0.5,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,
Belice,BLZ,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.1,7.7,8.9,11.2,10,9.9,,,,,,,,,,,,,,,,,,,0.2,,,,,,
Bermudas,BMU,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,4.4,,,,,9.7,,14.9,17,11.9,12.9,,5.8,9.6,7.8,5.8,4.8,4.8,,2.9,3.8,3,2.5,2.7,3.3,2.8,1.8,1,1.4,0.9,1.2,0.8,
Brasil,BRA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,12.8,13,16.5,15.8,13.6,6.3,10.7,12.3,11.2,12.9,,13,12.3,,7.9,8.8,8.6,7.7,8.1,,7,6.2,6.7,5.8,5.1,4.3,4.2,3.4,3.3,,2.9,2.3,1.9,1.6,1.9,2.4,2.7,2.7,2.8,1,2.9,1.8,1.3,
Barbados,BRB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,
Brunei Darussalam,BRN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhután,BTN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,2.5,,,,,0.7,,,,,0.4,,,,,0,,
Botswana,BWA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,17.7,,,,,,,,,13.4,,,,,,,7,,,,,,6.5,,,,,,,,,
República Centroafricana,CAF,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,,34.4,,,
Canadá,CAN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,1.7,,1.3,,1.2,,1,,0.9,,0.6,0.5,,0.5,0.5,0.8,0.5,0.5,1.1,0.9,1.1,0.7,1.1,0.7,0.6,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0,0.1,,,
Europa Central y del Báltico,CEB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suiza,CHE,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Islas del Canal,CHI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,5.3,,3.2,,3.4,,2.4,,2.4,,3.1,,,2.9,,,1,,,0.9,,0.5,,0.3,,0.2,,0.2,,,0.9,,0.3,,
China,CHN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,56.7,,,44.2,,,35.4,,,38.3,,,34.1,,,23.8,,,23.3,,,18.4,,,10.4,,,8.2,,6.1,4.4,3.6,1.1,0.7,0.4,0.2,0.1,0,0,0,0,0,,
Côte d'Ivoire,CIV,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,2.4,4.5,6.8,,,,13.8,,,12.4,,,15.6,,,,14.9,,,,,,18.8,,,,,,,17.6,,,5.5,,,4.7,,,
Camerún,CMR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,8.7,,,,,,11.4,,,,,,,10,,,,,,,8.2,,,
"Congo, República Democrática del",COD,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,,,,,,,,41,,,,,,,,48.7,,,,
"Congo, República del",COG,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,16,,,,,,,,,,,,,
Colombia,COL,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,7.8,7.1,,6.6,6.5,,,,11.9,,,14.2,12.8,13.8,8,7.6,6.6,6,,,6.5,5.6,4.8,4,3.9,3.6,3.2,2.9,2.9,2.6,2.7,3.2,6,4.4,3.6,3,
Comoras,COM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,12,,,,,,,,,,
Cabo Verde,CPV,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,7.8,,,,,,,,3.9,,,,,,,,,
Costa Rica,CRI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,8.3,,,7,6.7,7.6,6.3,5.6,4.5,4.8,5.4,4.1,3.2,4.1,4.3,3.1,2.9,2.8,2.6,1.8,1.9,1.1,1.4,1.5,0.9,1,0.9,0.9,0.9,0.9,0.8,0.6,0.9,0.6,1.3,0.7,0.5,0.5,0.4
Estados pequeos del Caribe,CSS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Caimán,CYM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipre,CYP,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,
República Checa,CZE,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,0,,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alemania,DEU,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.2,,,,
Djibouti,DJI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,10.9,11.8,,,,9.1,,,,,,,
Dominica,DMA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinamarca,DNK,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.4,,,0,,,,,0,,,0.2,0.2,0.2,0.1,0,0.1,0.2,0,0,0,0.3,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.3,
República Dominicana,DOM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,6.3,,,2.8,,,,2.8,3,,,2.9,2,3.1,3.6,4.6,2.9,2.3,2.3,2,1.7,1.3,1.4,1.3,1.1,1.1,0.9,0.8,0.4,0.3,0.3,0.4,0.3,0.2,0.4,0.2
Argelia,DZA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,2.3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Asia oriental y el Pacífico (excluido altos ingresos),EAP,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inicial del dividendo demográfico,EAR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico,EAS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,43.1,41.1,38.6,34.8,32.6,31.2,29.3,26.3,31,30,29.3,28.1,27,23.9,21.6,19.6,19.6,20.4,18.7,17.6,16.4,14.4,12.4,10.7,8.8,8.5,7.5,7,6.2,5.3,4.2,3.5,1.9,1.6,1.2,1,0.8,0.7,0.6,0.6,0.6,0.5,0.5,0.4
Europa y Asia central (excluido altos ingresos),ECA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central,ECS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1.4,1.5,1.9,2.1,2.6,2.6,2.7,2.6,2.6,3.2,3,2.8,2.5,2.5,2.2,2.2,2,1.9,1.8,1.7,1.7,1.7,1.6,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2
Ecuador,ECU,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,9.4,7.8,,,7.9,11.9,14.5,,,7.4,7.8,5.9,3.9,4.2,3.8,3.4,2.6,2.3,2.1,1.4,1.2,1.7,1.7,1.5,1.5,1.5,2.9,1.5,1.4,1.5,1.9
"Egipto, República Árabe de",EGY,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,0.2,,,,0,,,,,0.6,,,,0.6,,0.2,,0.2,,,0.1,,0.5,,0.3,,0.2,,,
Zona del Euro,EMU,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
España,ESP,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,,0.3,,,0.9,0.8,0.9,1,0.7,0.7,0.5,0.5,,,0.6,0.6,0.6,0.6,0.3,0.4,0.6,0.5,0.9,0.6,0.8,0.5,0.7,0.8,0.5,0.6,0.6,0.6,0.4,0.5,0.6,
Estonia,EST,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0,,,0,,0.7,0.7,0.7,1.6,0.7,0.5,0.5,0.3,0.3,0.3,0.5,0.7,0.5,0.7,0.6,0.4,0.3,0.2,0.2,0.4,0.2,0.2,0.3,0.2,
Etiopía,ETH,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,21.4,,,,,10.3,,,,,,10.4,,,,,9.6,,,,,,10.8,,,
Unión Europea,EUU,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frágiles y situaciones de conflicto afectados,FCS,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,28.1,28.3,27.8,27.4,27,26.3,,24.4,23.8,22.8,21.2,20.2,19.2,17.9,17,16.6,15.4,15.1,14.4,14,13.8,13.9,14.2,14.4,14.4,,15.7,16,15.9,16,16.1
Finlandia,FIN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,0,,,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0.1,
Fiji,FJI,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.7,,,,,0.2,,,,,,0.8,,,,,
Francia,FRA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,0,,,,,0.2,,,,0.2,,,,,0.3,,,,,,0.1,,,,,,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,
Islas Feroe,FRO,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (Estados Federados de),FSM,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,9,,,,,,,,,,,
Gabón,GAB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,1,,,,,,,
Reino Unido,GBR,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,0.1,0.1,0,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,,,
Georgia,GEO,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,10.6,9.9,12.1,13,12.9,6.9,7.1,6.7,7.1,7,7.6,6.7,6.7,7.8,7.4,5.7,4.2,3.3,2.7,2.7,3.3,3.1,2.5,3.1,2.9,2.3,1.3,0.9
Ghana,GHA,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,35,,,39.7,,,,,,,29.7,,,,,,,26.4,,,,,,,15.7,,,,15.8,,,,,,,,
Gibraltar,GIB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,,,13.1,,,,,,,,18.8,,,,,14.7,,,,,5.6,,,,,,2.5,,,,,,
Gambia,GMB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,,23.2,,,,,,,11.2,,,,,4.1,,,,,5.9,,,,
Guinea-Bissau,GNB,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,,21.4,,,,,,,,,27.1,,,,,,,,38.7,,,,,,,,9.8,,,11.5,,,
Guinea Ecuatorial,GNQ,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,
Grecia,GRC,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,0.1,,0.1,0.4,0.5,0.2,0.4,0.4,0.3,0.5,0.7,0.9,0.9,0.5,1,1,0.7,0.5,0.1,0.5,0.6,0.4,0.3,0.2,
Granada,GRD,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,
Groenlandia,GRL,"Brecha de pobreza a $3,00 por día (2021 PPA) (%)",SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
